Epoch,Avg_MSE_Loss,Avg_Nuclear_Loss,Avg_Cosine_Loss,Avg_Spectral_Loss,Avg_Spectral_SNR,Avg_Magnitude_Loss,Avg_Phase_Loss,Avg_Total_Loss,psnr_obs,psnr_clean,before_z1,before_z2,after_z1,after_z2
31,0.9602818730867134,0.07078038788629028,-0.9966371734187288,1.9205637349272675,1.002937190937546,3.6301906929825836,0.831127903371487,1.9205637349272675,0.51803095018456,0.51803095018456,128,128,16,16
32,0.96025058795821,0.07126470472452776,-0.9960732651206682,1.92050117029334,0.9905801505412696,3.6281389627816543,0.8313238626381136,1.92050117029334,0.5660690907740368,0.5660690907740368,128,128,16,16
33,0.9580936510607881,0.07103859787842012,-0.9962406911939945,1.916187344856982,0.9955614793975398,3.6253979543469987,0.8309642211446222,1.916187344856982,0.5447780261483958,0.5447780261483958,128,128,16,16
34,0.9534785528227968,0.07097848645358715,-0.9954767452096039,1.9069571123932891,1.010617198809138,3.60518638592846,0.8314515509695377,1.9069571123932891,0.4846553733607508,0.4846553733607508,128,128,16,16
35,0.9484345665517843,0.07095218323311715,-0.9964247919478506,1.896869163468199,1.0131103542615782,3.5634927895833863,0.8299338980665747,1.896869163468199,0.6016725137970358,0.6016725137970358,128,128,16,16
36,0.9535385550193067,0.071092371248974,-0.9960966503845071,1.9070771280324683,1.0459585358511727,3.603548081416004,0.8292157931147881,1.9070771280324683,0.4693522617607465,0.4693522617607465,128,128,16,16
37,0.9508501898567632,0.07289946529100526,-0.992690864598976,1.9017003808381423,1.0352131870557677,3.589120181101673,0.8322378256410923,1.9017003808381423,0.6098440281062756,0.6098440281062756,128,128,16,16
38,0.9541923904194022,0.07337661003166775,-0.9875760393322639,1.9083848100788188,1.002253197274118,3.601364888110251,0.8298143075322205,1.9083848100788188,0.5808563841120252,0.5808563841120252,128,128,16,16
39,0.9521087228127245,0.07365679515982573,-0.9889436307943092,1.9042174321300578,0.9877403558425184,3.5918606710883805,0.8321419802476775,1.9042174321300578,0.7388551879041599,0.7388551879041599,128,128,16,16
40,0.9499700496781547,0.07459100926259779,-0.987825981850894,1.8999401308455557,1.0507465713429,3.581869454878681,0.8303169180762093,1.8999401308455557,0.5790829626175592,0.5790829626175592,128,128,16,16
41,0.9467706309174592,0.07416788390222585,-0.9874313957286331,1.8935412607103024,1.0501988035327983,3.559935067059859,0.8311881231811812,1.8935412607103024,0.5998455902456112,0.5998455902456112,128,128,16,16
42,0.9258796842593067,0.07321801458327275,-0.9884974562896872,1.8517593718924612,1.0596248653699767,3.4719485179433285,0.8276518903813272,1.8517593718924612,0.616947732654945,0.616947732654945,128,128,16,16
43,0.9235340604242289,0.0736177255803684,-0.9878035525106034,1.8470681658330954,1.077288788444591,3.455949544906616,0.829703431084471,1.8470681658330954,0.7560466615096578,0.7560466615096578,128,128,16,16
44,0.940696340124562,0.07207119155604884,-0.9870148267386094,1.8813926982429792,1.0793691896042734,3.535904147714939,0.8324259660154019,1.8813926982429792,0.5788045209604051,0.5788045209604051,128,128,16,16
45,0.9422887057628272,0.07337389914494641,-0.9870132950117003,1.884577435142589,1.0758785425492052,3.5451913003651603,0.8333089514723364,1.884577435142589,0.6484725435598279,0.6484725435598279,128,128,16,16
46,0.9430658260606369,0.07338962549308561,-0.9865685127816111,1.8861316644920494,1.0937574775713794,3.5461380762873955,0.8329954006761875,1.8861316644920494,0.5466894763170408,0.5466894763170408,128,128,16,16
47,0.9350743018231302,0.07286222307187207,-0.9873102194858048,1.8701485834031735,1.088878261593153,3.514876698547939,0.8299288980241092,1.8701485834031735,0.6193724426458467,0.6193724426458467,128,128,16,16
48,0.9391328922982486,0.07269198644273686,-0.9861723848108975,1.8782658127118956,1.0928105419536807,3.5286493638776384,0.8330606317745065,1.8782658127118956,0.6616979474728962,0.6616979474728962,128,128,16,16
49,0.9381455908406455,0.07202968156000353,-0.9871406161560202,1.876291183930523,1.0946133665318758,3.5312539620219536,0.8296111361035761,1.876291183930523,0.6154126735087836,0.6154126735087836,128,128,16,16
50,0.9363211888187336,0.07331115935208662,-0.9852420698921636,1.8726424181236412,1.0774398322375316,3.521689619658128,0.8318071236025613,1.8726424181236412,0.6475187872518908,0.6475187872518908,128,128,16,16
51,0.9332955524606524,0.07217926742895595,-0.9864750155862773,1.8665911150428485,1.1134182102275345,3.4977228742725446,0.831949032140228,1.8665911150428485,0.616701566666927,0.616701566666927,128,128,16,16
52,0.9354167366927525,0.07262520028172799,-0.98566709037097,1.8708335071239832,1.0987321194612756,3.5143518492860615,0.8294874182287252,1.8708335071239832,0.5686472022449071,0.5686472022449071,128,128,16,16
53,0.9316321808212208,0.0722519687886508,-0.9857260157477181,1.8632643773870647,1.117070364502241,3.488304965900925,0.8307796992220968,1.8632643773870647,0.6156953134626713,0.6156953134626713,128,128,16,16
54,0.9323663666563214,0.07235045632663763,-0.9862857348514054,1.8647327468080341,1.1237347767038166,3.4944934620047516,0.8316120353509795,1.8647327468080341,0.6481424308610413,0.6481424308610413,128,128,16,16
55,0.9300876985181052,0.0726353146557538,-0.9857725917168383,1.8601754015346743,1.13615042983361,3.4846956291288698,0.8330177046218008,1.8601754015346743,0.6868855958707841,0.6868855958707841,128,128,16,16
56,0.9304913372363685,0.07244919591917182,-0.9868690281544091,1.8609826778465848,1.1229563254230428,3.486682946951884,0.831553929819251,1.8609826778465848,0.7383563203631707,0.7383563203631707,128,128,16,16
57,0.9301131530752722,0.07224361022126,-0.9861439815107381,1.8602263376397907,1.1111608754913762,3.484497900279063,0.8308786817316739,1.8602263376397907,0.6844710548109604,0.6844710548109604,128,128,16,16
58,0.9300164973960733,0.0718285563700604,-0.9859209083161264,1.8600329711752117,1.144037570593492,3.490163375746529,0.8289189130630134,1.8600329711752117,0.6394189512181394,0.6394189512181394,128,128,16,16
59,0.9229706705741163,0.07184378887122532,-0.9849586678001115,1.8459413355251528,1.1513769716586706,3.453430135295076,0.8322013931454353,1.8459413355251528,0.6955030064432407,0.6955030064432407,128,128,16,16
60,0.9300946998146346,0.07259343944068225,-0.9848750548542671,1.8601894232462037,1.136145867266745,3.4841944384125045,0.8310907741762558,1.8601894232462037,0.5828307732096258,0.5828307732096258,128,128,16,16
61,0.9259134620990394,0.07206346938070261,-0.9847119596769225,1.85182693769347,1.1527110574380406,3.4647193584802016,0.8304485813626703,1.85182693769347,0.6047626910555475,0.6047626910555475,128,128,16,16
62,0.9267404799191457,0.07192038857149628,-0.9856265176017329,1.8534809564644437,1.1547544025025278,3.4691156531279943,0.833039808948085,1.8534809564644437,0.6212136590818189,0.6212136590818189,128,128,16,16
63,0.9277087939235399,0.0717443825220162,-0.9853068770102735,1.8554176148378625,1.1315106592088375,3.4727878424356566,0.8321345015516821,1.8554176148378625,0.6588958384434007,0.6588958384434007,128,128,16,16
64,0.9218683034743903,0.072153332941937,-0.9856109023094177,1.8437366058241647,1.1316205544291802,3.440479665432336,0.8290616048956817,1.8437366058241647,0.7083527712889437,0.7083527712889437,128,128,16,16
65,0.9210439144440417,0.0726007065683041,-0.9857620090808509,1.8420878401342429,1.1834969273153342,3.440396441603607,0.8324246564001407,1.8420878401342429,0.588617248548511,0.588617248548511,128,128,16,16
66,0.9214589123455983,0.0722807619088101,-0.9854410313210398,1.8429177864542547,1.1539382169831474,3.439640317323073,0.8311319199373137,1.8429177864542547,0.7128597220388364,0.7128597220388364,128,128,16,16
67,0.9114797522999206,0.07133080810308456,-0.9857176531035945,1.8229594832321383,1.134090612519462,3.4034532612224795,0.8286912176968917,1.8229594832321383,0.8632559177623886,0.8632559177623886,128,128,16,16
68,0.9209208578433631,0.0724802185904305,-0.9860460690732272,1.8418417393036608,1.14477025337939,3.44163423664165,0.8322021140242523,1.8418417393036608,0.7953859702596124,0.7953859702596124,128,128,16,16
69,0.9193763322425339,0.07147847959455454,-0.9858417499740169,1.838752640868133,1.1674755406829547,3.4341058033817218,0.8316771612977082,1.838752640868133,0.7019415207488356,0.7019415207488356,128,128,16,16
70,0.9151836723651526,0.07179488775865087,-0.9841021445562255,1.8303673278610662,1.1636090076194618,3.4146361171074635,0.8286745649463726,1.8303673278610662,0.7160607492024044,0.7160607492024044,128,128,16,16
71,0.9195210191438783,0.07263065776172674,-0.9849371460248839,1.8390420787739303,1.165961947081224,3.4308295294923603,0.8307106084418747,1.8390420787739303,0.7075318702549305,0.7075318702549305,128,128,16,16
72,0.9255022327854948,0.07277151098791158,-0.9838826206495177,1.8510044689448375,1.1762426304367353,3.461100842592851,0.8322376170248356,1.8510044689448375,0.5894706304764973,0.5894706304764973,128,128,16,16
73,0.920947088666682,0.07267238045076155,-0.9844508092358427,1.841894193640295,1.1644475516283288,3.440271936497598,0.8298136035226426,1.841894193640295,0.6895508628408864,0.6895508628408864,128,128,16,16
74,0.91898013791948,0.07163681455378262,-0.9846245826415296,1.837960273589728,1.159557209824616,3.428967780662033,0.8323036764027938,1.837960273589728,0.6807920997435192,0.6807920997435192,128,128,16,16
75,0.9186253165299038,0.07252360388355435,-0.9834356161783326,1.837250607193641,1.1772886525909856,3.427309417499686,0.8321508759597562,1.837250607193641,0.7049955479660124,0.7049955479660124,128,128,16,16
76,0.9126270913852835,0.07233305050517028,-0.9848102027515195,1.825254185019799,1.2135766452213503,3.400847653173051,0.8318148660209944,1.825254185019799,0.6817043243011214,0.6817043243011214,128,128,16,16
77,0.9140604177735886,0.07226876759866499,-0.9852155177098401,1.8281208445441048,1.1985677953036327,3.4100627460569704,0.8308098586100452,1.8281208445441048,0.7731922272381917,0.7731922272381917,128,128,16,16
78,0.9143759119060805,0.07244174632261384,-0.9840834736824036,1.8287518080675378,1.1941669257181995,3.412114341303987,0.8325312446873143,1.8287518080675378,0.68677181188228,0.68677181188228,128,128,16,16
79,0.9107003307567453,0.07211467426902843,-0.9845986197579581,1.8214006626381065,1.1991785202386245,3.399932215798576,0.826377641479924,1.8214006626381065,0.7741963609631332,0.7741963609631332,128,128,16,16
80,0.911676970855245,0.07276976192897221,-0.9837731033001306,1.8233539473335698,1.174324835246464,3.400705670410732,0.8289134873534149,1.8233539473335698,0.7160134689425522,0.7160134689425522,128,128,16,16
81,0.9143923909034369,0.07298279019459239,-0.9835253447856543,1.8287847919284173,1.2016674471351336,3.4127159815914228,0.831250953786778,1.8287847919284173,0.6351124005796353,0.6351124005796353,128,128,16,16
82,0.913723775800669,0.07282633292225171,-0.9834877185101779,1.8274475459782582,1.2139313760793433,3.403988874183511,0.831357071984489,1.8274475459782582,0.6494608451172991,0.6494608451172991,128,128,16,16
83,0.9116395020260001,0.07205436097563438,-0.984005443330081,1.8232790119243119,1.2175441699207954,3.3965882827650824,0.83217139907603,1.8232790119243119,0.6527715129953511,0.6527715129953511,128,128,16,16
84,0.9123225825012855,0.07270401505366811,-0.9838405296487628,1.8246451964918173,1.2243375272121069,3.398598171629996,0.8321160213002619,1.8246451964918173,0.6450696163020044,0.6450696163020044,128,128,16,16
85,0.9079938626514291,0.07199984381221375,-0.9843383240249922,1.8159877511690248,1.2000507712364197,3.377147233711099,0.8319302915402178,1.8159877511690248,0.831799751885657,0.831799751885657,128,128,16,16
86,0.9050335186832356,0.07282914783594743,-0.9834364540172074,1.810067038491087,1.222778578974166,3.3608149177623243,0.8329834398233665,1.810067038491087,0.7226826708131241,0.7226826708131241,128,128,16,16
87,0.9027331269012308,0.07187912430403368,-0.9848510375562703,1.8054662532401535,1.2429888450874473,3.3478669186808028,0.8314629810036354,1.8054662532401535,0.7543934975170864,0.7543934975170864,128,128,16,16
88,0.9011510290064901,0.07216282160776966,-0.9839807647579121,1.8023020231498863,1.2374151596483194,3.3403885645686455,0.8316503650737259,1.8023020231498863,0.8069390812449438,0.8069390812449438,128,128,16,16
89,0.9079006404246924,0.07344513274026367,-0.982737382627883,1.815801294344776,1.2089102200742037,3.375959243414537,0.8327318806693239,1.815801294344776,0.7735245399317652,0.7735245399317652,128,128,16,16
90,0.9103602384621242,0.07392969207381303,-0.9821378116337758,1.8207204780488644,1.1852321905909844,3.389433984486562,0.8324912235421954,1.8207204780488644,0.7991220570468115,0.7991220570468115,128,128,16,16
91,0.9079925991454214,0.07383776118732849,-0.981190394680455,1.8159851926677633,1.2147258149003082,3.378699077750152,0.831310694510082,1.8159851926677633,0.6398632788573796,0.6398632788573796,128,128,16,16
92,0.9036413740436986,0.07343903844648937,-0.9810385175471036,1.8072827233458466,1.2323199240666516,3.3563210874233604,0.8295791295339476,1.8072827233458466,0.8279694203498229,0.8279694203498229,128,128,16,16
93,0.8987753807373766,0.07468375282467536,-0.9797965951685635,1.7975507569762896,1.2525369052617055,3.334499867457264,0.8293313474025367,1.7975507569762896,0.7534516144473598,0.7534516144473598,128,128,16,16
94,0.896961620393789,0.07375560996105086,-0.9806787439112393,1.7939232025506362,1.235852006471382,3.331009513926956,0.8317539253324833,1.7939232025506362,0.7868069912183959,0.7868069912183959,128,128,16,16
95,0.8875639534221506,0.07470210402641657,-0.9806855084761134,1.7751278832273663,1.2803544165953151,3.285700910496262,0.8269728686449662,1.7751278832273663,0.8517458656767629,0.8517458656767629,128,128,16,16
96,0.8906483385922774,0.0744400903020265,-0.9796570460751372,1.7812966603153157,1.2969680799628205,3.29290653512163,0.8289249679952297,1.7812966603153157,0.7855465190731129,0.7855465190731129,128,128,16,16
97,0.890878142613285,0.07496417398160359,-0.9801839488857197,1.7817562694819469,1.2960757050874099,3.2985840518519565,0.8298395984577682,1.7817562694819469,0.7902777199545559,0.7902777199545559,128,128,16,16
98,0.8946578587001225,0.07420306624668949,-0.9798371544424093,1.7893157308956362,1.2468054654463283,3.3165820814528555,0.8294390529956458,1.7893157308956362,0.8500349225019509,0.8500349225019509,128,128,16,16
99,0.8962240213493131,0.07411429061079924,-0.9798298579341961,1.7924480247047712,1.2791522055302027,3.3197038488568,0.8313877503826933,1.7924480247047712,0.7322662904296281,0.7322662904296281,128,128,16,16
100,0.9045927119704912,0.07546217837985957,-0.978396087322595,1.8091854003240477,1.2486881265100442,3.3635953237425604,0.8327128347360863,1.8091854003240477,0.7334844573348198,0.7334844573348198,128,128,16,16
