Epoch,Avg_MSE_Loss,Avg_Nuclear_Loss,Avg_Cosine_Loss,Avg_Spectral_Loss,Avg_Spectral_SNR,Avg_Magnitude_Loss,Avg_Phase_Loss,Avg_Total_Loss,psnr_obs,psnr_clean,before_z1,before_z2,before_z3,before_z4,after_z1,after_z2,after_z3,after_z4
16,0.005303362347097751,0.2939318629368296,-0.3013144711840828,0.010606724531653355,11.270018775508088,0.00014617466527028537,0.02106727455865662,0.010606724531653355,22.954764833990133,22.954764833990133,128,128,128,128,16,16,16,16
17,0.005321121232074527,0.29431254276127183,-0.3014091348872994,0.010642242527848005,11.340444933693364,0.00014623671498002468,0.02113824806896583,0.010642242527848005,23.024524094923486,23.024524094923486,128,128,128,128,16,16,16,16
18,0.0053109838341731785,0.29141437290412076,-0.3018098771572113,0.010621967646381203,11.286257437939915,0.0001459492665368466,0.02109798593973776,0.010621967646381203,22.97060088391574,22.97060088391574,128,128,128,128,16,16,16,16
19,0.005326949648629382,0.2889459875394713,-0.30186786769696,0.01065389919182602,11.265944732809967,0.00014619814773707404,0.02116160027085329,0.01065389919182602,22.949185551337475,22.949185551337475,128,128,128,128,16,16,16,16
20,0.005318714984481767,0.28685064894973106,-0.3021670599591057,0.010637429977749597,11.26142717757315,0.0001460120751426933,0.021128847659126204,0.010637429977749597,22.94519104147857,22.94519104147857,128,128,128,128,16,16,16,16
21,0.0053088626657384185,0.28313765590483286,-0.30149786455451316,0.010617725248009248,11.288348593801823,0.0001459617596306346,0.021089489088516752,0.010617725248009248,22.972838005929624,22.972838005929624,128,128,128,128,16,16,16,16
22,0.005301512937052702,0.28035356736970396,-0.30112687034426994,0.010603025770869176,11.324491662799188,0.00014597669161168665,0.021060074758628068,0.010603025770869176,23.00953830862945,23.00953830862945,128,128,128,128,16,16,16,16
23,0.005303875363062856,0.2756327363961148,-0.3011366196398465,0.010607750572369627,11.294332738192576,0.0001458939269074142,0.02106960729326842,0.010607750572369627,22.979147443231547,22.979147443231547,128,128,128,128,16,16,16,16
24,0.005304645250533831,0.27347426763120686,-0.3019569606151221,0.010609290323149905,11.394353587672395,0.00014560754425474443,0.021072973505997995,0.010609290323149905,23.079545326952665,23.079545326952665,128,128,128,128,16,16,16,16
25,0.005296775561599237,0.26744627938517984,-0.30169897793598893,0.010593551004586636,11.328298109882283,0.00014550985752238084,0.021041592143757164,0.010593551004586636,23.013767656290305,23.013767656290305,128,128,128,128,16,16,16,16
26,0.00532491710739878,0.26194152221927103,-0.3021747458655879,0.010649834157688156,11.293236678501344,0.00014573648493168085,0.021153931879385742,0.010649834157688156,22.97667368403021,22.97667368403021,128,128,128,128,16,16,16,16
27,0.005324415034473926,0.2580985317252717,-0.3017116472968515,0.010648829910798737,11.312141562407872,0.00014568258285300613,0.021151977283704392,0.010648829910798737,22.99587384709772,22.99587384709772,128,128,128,128,16,16,16,16
28,0.00530360138289771,0.2510371950437438,-0.3024353781398737,0.010607202735044202,11.27968613606579,0.00014516803035666322,0.021069237531848112,0.010607202735044202,22.9644061214519,22.9644061214519,128,128,128,128,16,16,16,16
29,0.005326068558167877,0.25046825113723864,-0.30280225372539377,0.010652137041654228,11.267251725466746,0.0001451554314182843,0.02115911869156473,0.010652137041654228,22.95057154601475,22.95057154601475,128,128,128,128,16,16,16,16
30,0.005309822083942873,0.24445119570448715,-0.3025537133216858,0.010619643992164507,11.28548111105865,0.00014515286705507193,0.0210941351581154,0.010619643992164507,22.969880481935895,22.969880481935895,128,128,128,128,16,16,16,16
