Epoch,Avg_MSE_Loss,Avg_Nuclear_Loss,Avg_Cosine_Loss,Avg_Spectral_Loss,Avg_Spectral_SNR,Avg_Magnitude_Loss,Avg_Phase_Loss,Avg_Total_Loss,psnr_obs,psnr_clean,before_z1,after_z1
1,1.398416854300589,0.08019672362309582,0.0,2.7968337355919606,0.11892531461627134,4.7292500149528935,0.8644174534194874,2.7968337355919606,24.134072249790407,24.134072249790407,256,256
2,1.3071855576533191,0.08314123271771197,0.0,2.6143711422974207,0.38278999404524855,4.349965369926308,0.8787767887115479,2.6143711422974207,24.357086505530017,24.357086505530017,256,256
3,1.2526185400081131,0.08983215886466908,0.0,2.5052370878885375,0.5244194866281073,4.1663246717093125,0.8441494759523643,2.5052370878885375,24.635772453164154,24.635772453164154,256,256
4,1.2358253823136383,0.1054644099665138,0.0,2.4716507668765084,0.6123841767603496,4.097966412328324,0.8453352097070442,2.4716507668765084,24.777412666464752,24.777412666464752,256,256
5,1.2187111231515992,0.10702216217540345,0.0,2.4374222496770463,0.635503852142478,4.031401429536207,0.8434430388909466,2.4374222496770463,24.732124364600992,24.732124364600992,256,256
6,1.1901657204583007,0.1068529745317855,0.0,2.3803314926489345,0.7430213006599894,3.9210597794010953,0.8396031496659765,2.3803314926489345,24.804436125845278,24.804436125845278,256,256
7,1.1817566493772111,0.10715078970171371,0.0,2.363513304377502,0.7704565677580968,3.889368952445264,0.8376576804889823,2.363513304377502,24.91023840994205,24.91023840994205,256,256
8,1.1733150313485343,0.10720328213471286,0.0,2.3466300694447644,0.8364722918508187,3.8560597536698826,0.8372002885026751,2.3466300694447644,24.909271564123767,24.909271564123767,256,256
9,1.1648236940491874,0.10415701497838183,0.0,2.3296474308337807,0.8298975676298141,3.8231714064220212,0.8361234687409311,2.3296474308337807,25.04939118871149,25.04939118871149,256,256
10,1.164212407368534,0.1008925865281303,0.0,2.328424851849394,0.8325672138412044,3.8245239707658873,0.8323257301213607,2.328424851849394,24.82419193915601,24.82419193915601,256,256
11,1.1550480425357819,0.09958770280739046,0.0,2.3100960355884625,0.8644381396050723,3.7880647418633946,0.8321273703620119,2.3100960355884625,24.95262228767827,24.95262228767827,256,256
12,1.1340109031155425,0.09973398385182866,0.0,2.2680218534649543,0.8668223163991604,3.703981044157496,0.832062692574735,2.2680218534649543,25.02869901117289,25.02869901117289,256,256
13,1.1437533126687103,0.09868084062945168,0.0,2.287506657951283,0.9338284022403214,3.740571246956879,0.8344420689456867,2.287506657951283,25.100481897030235,25.100481897030235,256,256
14,1.1405962964273848,0.09891977372034541,0.0,2.2811926479609506,0.9399518246920604,3.7269523357445338,0.8354329759219907,2.2811926479609506,24.95583804148548,24.95583804148548,256,256
15,1.1389220728064484,0.09915991942837553,0.0,2.2778441759775268,0.9590471409401804,3.7204919873543507,0.8351963139929861,2.2778441759775268,25.022179009779443,25.022179009779443,256,256
16,1.136902486378292,0.09906111756023371,0.0,2.2738049952489026,0.9575024421484966,3.7155754588684946,0.8320345338785423,2.2738049952489026,24.979258195409233,24.979258195409233,256,256
17,1.1368046925877624,0.0989565187186565,0.0,2.273609420038619,0.9344148978872119,3.712118521051587,0.8351003235241152,2.273609420038619,25.091810118477298,25.091810118477298,256,256
18,1.1352543763394625,0.10043085731987683,0.0,2.2705087470558456,0.9680181044452595,3.7076530883897028,0.8333644254027672,2.2705087470558456,24.97283730416928,24.97283730416928,256,256
19,1.1374954570014522,0.0998956617319359,0.0,2.2749909646106214,0.9623413940645614,3.7142646661344565,0.8357171888621349,2.2749909646106214,25.003101096962983,25.003101096962983,256,256
20,1.1293127503035203,0.09958283026825707,0.0,2.2586255478409103,0.975657111842115,3.682880500577531,0.8343705703627389,2.2586255478409103,25.060962605026532,25.060962605026532,256,256
21,1.1293751158804264,0.09809260745093508,0.0,2.2587502497547076,0.9733347870268911,3.684748317835466,0.8327521653670185,2.2587502497547076,24.99296580620532,24.99296580620532,256,256
22,1.1365242071871489,0.10115061517593996,0.0,2.2730484526112393,0.949212687195472,3.7145093544474186,0.8315875215350457,2.2730484526112393,25.02889194128648,25.02889194128648,256,256
