Epoch,Average Loss,MSE Loss,Nuclear Loss,Cosine Loss,Magnitude Loss,Phase Loss,Total Loss,PSNR,Spectral SNR
1,nan,0.4875396192073822,nan,0.08071015775203705,0.49274003505706787,0.8709284067153931,0.9750792384147644,48.24040222167969,-1.2442206144332886
2,nan,nan,nan,nan,nan,nan,nan,nan,nan
