Epoch,Avg_MSE_Loss,Avg_Nuclear_Loss,Avg_Cosine_Loss,Avg_Spectral_Loss,Avg_Spectral_SNR,Avg_Magnitude_Loss,Avg_Phase_Loss,Avg_Total_Loss,psnr_obs,psnr_clean,before_z1,after_z1
1,1.3942032591351923,0.07656410940975514,0.0,2.7884065407627032,0.129303356056005,4.70743716887708,0.8693758519190662,2.7884065407627032,24.14445056555406,24.14445056555406,256,128
2,1.299897109562496,0.07719037878625798,0.0,2.5997941741403543,0.408516896502027,4.330555630180071,0.869032767583739,2.5997941741403543,24.38281347166817,24.38281347166817,256,128
3,1.2482004694218904,0.08153863462074748,0.0,2.496401018691513,0.5381970011963034,4.151305317878723,0.8414966840789003,2.496401018691513,24.64955002406858,24.64955002406858,256,128
4,1.2387100604345214,0.08671880611833536,0.0,2.477420154607521,0.6027803153748501,4.117388466619095,0.8374517829913013,2.477420154607521,24.76780898615999,24.76780898615999,256,128
5,1.2302598064800478,0.09508828059682306,0.0,2.4605196511970377,0.6009509732138436,4.081913367757258,0.8391259239529664,2.4605196511970377,24.697571700474,24.697571700474,256,128
6,1.1853924697300173,0.10475614470130992,0.0,2.3707849990646794,0.7648429685043838,3.9024145535702974,0.8391554006990397,2.3707849990646794,24.826257957602447,24.826257957602447,256,128
7,1.1692564892319013,0.10380258144072767,0.0,2.3385130211992085,0.8225410085804058,3.8408462382712454,0.8361797703886932,2.3385130211992085,24.962323062824755,24.962323062824755,256,128
8,1.164672318494545,0.10291652015919955,0.0,2.329344679724495,0.8603591552742247,3.8223972275572002,0.8362921746271961,2.329344679724495,24.933158118769807,24.933158118769807,256,128
9,1.1592232646807186,0.10287969995219752,0.0,2.318446497872191,0.8513199723554108,3.800926926001063,0.8359661732079848,2.318446497872191,25.070813592874778,25.070813592874778,256,128
10,1.1530831450561307,0.10133389805285435,0.0,2.3061663643369137,0.8694413855390729,3.780307355916725,0.8320253626355585,2.3061663643369137,24.861066566323334,24.861066566323334,256,128
11,1.150853987572328,0.1013478695783975,0.0,2.301707975144656,0.8743778275993636,3.771118700504303,0.8322972970188789,2.301707975144656,24.962561949244087,24.962561949244087,256,128
12,1.1331162829444092,0.10341465037386373,0.0,2.2662326018765286,0.8664682847711275,3.700091375494903,0.832373818136611,2.2662326018765286,25.028345036056805,25.028345036056805,256,128
