Epoch,Avg_MSE_Loss,Avg_Nuclear_Loss,Avg_Cosine_Loss,Avg_Spectral_Loss,Avg_Spectral_SNR,Avg_Magnitude_Loss,Avg_Phase_Loss,Avg_Total_Loss,psnr_obs,psnr_clean,before_z1,before_z2,after_z1,after_z2
1,2.36214997408525,0.07508012272839276,0.0,2.362149995452953,0.16048405410388028,4.6667074954734655,0.8628373258518722,2.764772412911901,-1.0058483960071825,0.428764319504207,128,128,64,64
2,2.161882479235811,0.07148058178289882,0.0,2.161882497229666,0.5176116609067287,4.19534951335979,0.8605314628133234,2.5279405094542593,-0.5629217181846781,0.8685058085423596,128,128,64,64
3,2.0939019738503224,0.07067651639007172,0.0,2.093901959230315,0.6207432263302353,4.0549894188934905,0.8368691548986255,2.445929278742592,-0.4411632126935248,0.9937421028625291,128,128,64,64
4,2.0980476849483995,0.06984076831700667,0.0,2.0980476804499357,0.6335925180816425,4.0686523194582955,0.8344392208558209,2.45154577943514,-0.39238752143562966,1.0115399900472388,128,128,64,64
5,2.087386721709989,0.07517181449341324,0.0,2.087386763320779,0.6235700781052967,4.035759903349966,0.8372165150237534,2.436488246018032,-0.4312602447451286,0.927323227221111,128,128,64,64
6,2.017352524793373,0.08331829407867396,0.0,2.017352524793373,0.7733718745832173,3.8580591498680836,0.8370347236687282,2.3475469586984166,-0.35333566202448224,1.0212267551149399,128,128,64,64
7,1.9925536457097754,0.08128309221762531,0.0,1.9925536693267103,0.8247953057289124,3.8059193818074353,0.8355711855978336,2.3207452814534024,-0.24739924501979127,1.0587180727073606,128,128,64,64
8,1.9796309414899573,0.08241794905010259,0.0,1.9796309403653414,0.8687820867547449,3.760146932781867,0.8358713568381544,2.298009154931554,-0.2781725118885625,1.1330097363734584,128,128,64,64
9,1.9740763340356215,0.08100251347388861,0.0,1.9740763531540924,0.8494262104889132,3.752445144473382,0.8356170395635208,2.294031077960752,-0.22074958220791985,1.2329602296692583,128,128,64,64
10,1.9712499357619375,0.08179281961243108,0.0,1.9712499323880897,0.8657129747125337,3.75441682788561,0.8313534332896179,2.2928851156864525,-0.25038154120996314,1.1705686807773024,128,128,64,64
11,1.944124329764888,0.08009551704492208,0.0,1.9441243185187287,0.9110858929607103,3.702352872434652,0.832006869451055,2.267179846763611,-0.15417901110255494,1.2259414749009148,128,128,64,64
12,1.9186404673558362,0.08030964560666175,0.0,1.9186405010943144,0.9001921727409903,3.627094214817263,0.8317367850609545,2.229415495440645,-0.04297114409646898,1.3079948810473927,128,128,64,64
13,1.9329627549873207,0.07869114473743259,0.0,1.9329627459903933,0.9654494389048163,3.6699692168325746,0.8339294993652487,2.2519493451658286,-0.18886253441560943,1.200877895578742,128,128,64,64
14,1.9422019517646645,0.07920761462652458,0.0,1.9422019517646645,0.9428072346831268,3.6830414859753735,0.8351232218292525,2.259082298233824,-0.1809591306549198,1.2218594364119026,128,128,64,64
15,1.938265105463424,0.07859325521397141,0.0,1.9382651369526702,0.9648542921498137,3.677790738501639,0.8344991375815194,2.256144920610032,-0.19108458513499432,1.2334720102261822,128,128,64,64
16,1.929535467669649,0.07870986073646906,0.0,1.9295354969096634,0.973412645312975,3.6678568777048364,0.8313410709489066,2.2495989507099368,-0.22970965406242408,1.1933075804966238,128,128,64,64
17,1.9357504720957774,0.07934951852515058,0.0,1.9357505069588714,0.9427307866654306,3.673011705560504,0.8340860228493528,2.253548856051463,-0.13200698638299727,1.358033906422415,128,128,64,64
18,1.9240930845152657,0.07814980368569212,0.0,1.9240931137552801,0.9817520098866157,3.6526628192865624,0.8325690829528952,2.2426159404358774,-0.20490004438555465,1.2411353836925525,128,128,64,64
19,1.9339087133137685,0.07820404053858991,0.0,1.9339087526753265,0.9744391632529924,3.6636013118725903,0.834899404138889,2.2492503636288195,-0.16117260253654336,1.1824592969046448,128,128,64,64
20,1.9213441762159456,0.07714945288761607,0.0,1.921344184650565,0.9918131086061586,3.6318072884712578,0.8335478474509042,2.2326775221329815,-0.10172521430594882,1.2512945794974857,128,128,64,64
21,1.9214075837495193,0.07793447515874538,0.0,1.921407605117222,0.9860108078650709,3.63823923412359,0.831980973482132,2.2351101108317106,-0.13150523272606562,1.25617836575674,128,128,64,64
22,1.9198717148798816,0.07816062811410653,0.0,1.919871763238367,0.9957684334718956,3.6367073958774783,0.830781490735288,2.233744448086001,-0.048417909808878626,1.3101256239350956,128,128,64,64
23,1.9122336743012913,0.07782811291937558,0.0,1.9122336945443783,1.019663318148199,3.618083513007974,0.8311115941911373,2.2245975215480014,-0.06845451666499083,1.321105202695109,128,128,64,64
24,1.9133628280657642,0.07789494336213705,0.0,1.9133628224426846,0.9987341171165682,3.6214647562998645,0.8310680833627593,2.226266376252444,-0.00962869239584455,1.369958166806203,128,128,64,64
25,1.9137178288315826,0.07892231207411245,0.0,1.9137178490746696,0.9922043107590586,3.6204407350072323,0.8297630166107753,2.2251018668120763,-0.06967818638626135,1.35916385959992,128,128,64,64
26,1.9099616903179097,0.0806147648759608,0.0,1.909961721807156,1.0159234921887237,3.62184831331361,0.8343152746839343,2.2280817886568465,-0.11491635396092567,1.3149708828554962,128,128,64,64
27,1.9042575662990786,0.08155875203182113,0.0,1.9042575662990786,1.036806415836766,3.5956118039365084,0.8339300195001206,2.2147708973794615,-0.02841745072729745,1.3615543451511636,128,128,64,64
28,1.8707837743579216,0.08231742103707115,0.0,1.870783805847168,1.037468914715749,3.511424497613367,0.830835445309585,2.1711299953595646,0.06812362692687872,1.4427399806818872,128,128,64,64
29,1.8939451946402497,0.08348731780951878,0.0,1.8939452216310322,1.0639310074302386,3.574396270625996,0.8341457793172801,2.2042709768943065,-0.032801820084953436,1.3782634950893105,128,128,64,64
30,1.8817652958743978,0.08194550998368354,0.0,1.881765311619021,1.0738206663221683,3.54438623392357,0.8315131146952791,2.187949636072483,-0.012761588823401704,1.3708755393635552,128,128,64,64
31,1.8824128047475275,0.08257240267857066,0.0,1.8824128249906145,1.0779680902103208,3.550642950354882,0.8314278378801526,2.1910353955232873,-0.012624964012571101,1.347564028101569,128,128,64,64
32,1.8771765119624588,0.0824277659632125,0.0,1.8771765423270892,1.0769413675902024,3.533252828526047,0.8316902698210951,2.18247156885435,0.03978694286988169,1.423239299500326,128,128,64,64
33,1.864099549797346,0.08189504565495365,0.0,1.8640995610435054,1.1026541759383004,3.505147821498367,0.83116030749285,2.1681540687129184,0.06103595041775338,1.3812761407275245,128,128,64,64
34,1.853170929090032,0.08197626232538584,0.0,1.85317096845159,1.1177303374938246,3.4783979654312134,0.8316507103308192,2.1550243013309984,-0.018147631284763228,1.3684367822606187,128,128,64,64
35,1.8499741554260254,0.08205614520131417,0.0,1.8499741599244892,1.0999939171773083,3.454260524713768,0.8301101113265416,2.1421853191447706,0.1026316058804404,1.4309880741221725,128,128,64,64
36,1.8576339764415093,0.0823097602938706,0.0,1.8576340247999947,1.1461176579853274,3.488331488843234,0.8294908483073397,2.158911168575287,-0.03014368971563735,1.3244987447869103,128,128,64,64
37,1.8533814228930563,0.08272411449337905,0.0,1.8533814223307483,1.1319575793338272,3.4744452058144337,0.8324639909672287,2.1534545905185194,0.10996648894166047,1.447130267631333,128,128,64,64
38,1.8613574291175266,0.08286196710366123,0.0,1.861357425743679,1.0985874370583948,3.500816301354822,0.830040897963182,2.165428582227455,0.06934078656277566,1.4395231514606837,128,128,64,64
