Epoch,Avg_MSE_Loss,Avg_Nuclear_Loss,Avg_Cosine_Loss,Avg_Spectral_Loss,Avg_Spectral_SNR,Avg_Magnitude_Loss,Avg_Phase_Loss,Avg_Total_Loss,after_z1,after_z2,before_z1,before_z2
23,1.1809603748498139,0.0781262761188878,0.0,2.2071704698933496,1.0562139186594222,3.57518580004021,0.8391551695488118,2.2071704698933496,8,8,16,16
24,1.1819325773804277,0.07732565494047271,0.0,2.206799357025712,1.0368610830218703,3.5751822281766823,0.8384164610394725,2.206799357025712,8,8,16,16
25,1.1801559538752944,0.07770120338709266,0.0,2.220296194156011,1.0245305167304144,3.5968867540359497,0.8437056320684927,2.220296194156011,8,8,16,16
26,1.184394809934828,0.07851415679410652,0.0,2.225375333318004,1.034607908240071,3.6261398439054138,0.8246107653335288,2.225375333318004,8,8,16,16
27,1.16805538976634,0.07783369568211061,0.0,2.185756480804196,1.0587189887408857,3.546570309334331,0.824942750511346,2.185756480804196,8,8,16,16
28,1.220848383726897,0.0771472782448486,0.0,2.313285745404385,1.0504641223836828,3.787827852147597,0.8387436270713806,2.313285745404385,8,8,16,16
29,1.1709306052437536,0.07860390648797706,0.0,2.1998185824464866,1.0374652997211173,3.5759215895776397,0.8237156040138669,2.1998185824464866,8,8,16,16
30,1.1774422449094277,0.07826129278099095,0.0,2.2133208921662084,1.07606734390612,3.5922720189447754,0.8343697802888023,2.2133208921662084,8,8,16,16
31,1.179688874218199,0.07778652909177321,0.0,2.202941577743601,1.0704637743808605,3.5711486825236567,0.8347344900722857,2.202941577743601,8,8,16,16
32,1.178656224851255,0.07768796798255709,0.0,2.209992989345833,1.0586065970085285,3.586215960758704,0.8337700460796003,2.209992989345833,8,8,16,16
33,1.174095418718126,0.07779004466202524,0.0,2.204712908577036,1.0817428672755207,3.5743367429132813,0.8350890814154236,2.204712908577036,8,8,16,16
34,1.19776502472383,0.07728379826854777,0.0,2.232613960901896,1.1105809763625816,3.632428127306479,0.8327998563095376,2.232613960901896,8,8,16,16
35,1.2207808053051983,0.07753690649513845,0.0,2.3280865406548537,1.0693550716947626,3.8170974100077593,0.8390757011042701,2.3280865406548537,8,8,16,16
36,1.1785056513768655,0.07827424216601583,0.0,2.2158801136193453,1.0730237386844776,3.5897137588924832,0.8420464893182119,2.2158801136193453,8,8,16,16
37,1.183855367479501,0.07857722789049149,0.0,2.2229020496209464,1.1007655097378626,3.6165853683595306,0.82921869997625,2.2229020496209464,8,8,16,16
38,1.1724239654011197,0.0786654347622836,0.0,2.1889295357244984,1.0896266334586673,3.538410055416602,0.839449045282823,2.1889295357244984,8,8,16,16
39,1.1848266146801136,0.07949973256499679,0.0,2.2049953738848367,1.0809922924748174,3.58030738874718,0.8296833844096573,2.2049953738848367,8,8,16,16
40,1.156414912254722,0.08077554294356594,0.0,2.1674391483819044,1.1117889483769734,3.497807381329713,0.8370709259200979,2.1674391483819044,8,8,16,16
41,1.1562139413974903,0.08128463256138342,0.0,2.1658701168166266,1.1355301202447325,3.4984941394240767,0.8332461460872933,2.1658701168166266,8,8,16,16
42,1.2777693536546495,0.08011368800092626,0.0,2.3812553507310374,1.1427159474955664,3.913934208728649,0.8485763608305542,2.3812553507310374,8,8,16,16
43,1.2758372061782413,0.08242208524434655,0.0,2.385078775661963,1.0751095171327945,3.924981358978483,0.8451762927903069,2.385078775661963,8,8,16,16
44,1.1725813542251233,0.08285784017708567,0.0,2.1920929606314057,1.0989866786532931,3.5533021876105555,0.8308837242700435,2.1920929606314057,8,8,16,16
45,1.1556897075087935,0.08386837649676535,0.0,2.1571234751630715,1.132833765612708,3.489880605980202,0.8243663796672115,2.1571234751630715,8,8,16,16
46,1.1501645644505818,0.08219293311790184,0.0,2.1490692573565022,1.134793042032807,3.471970740843702,0.8261677589681413,2.1490692573565022,8,8,16,16
47,1.1603290736675262,0.08262661941073558,0.0,2.1580819299927465,1.152981028512672,3.4777644033785218,0.838399483649819,2.1580819299927465,8,8,16,16
48,1.1457498614434842,0.08186984600292312,0.0,2.1282008764920413,1.1812419792016347,3.431216556716848,0.8251851118273206,2.1282008764920413,8,8,16,16
49,1.1490169145442821,0.08039091361893548,0.0,2.127991553258013,1.1789663754127644,3.4162826383555376,0.8397004339430068,2.127991553258013,8,8,16,16
50,1.1500951062749933,0.0817702518845046,0.0,2.1223477997161724,1.1751880215273962,3.414191515357406,0.8305041425757937,2.1223477997161724,8,8,16,16
51,1.1442138685120478,0.08067162679853263,0.0,2.122647730288682,1.2034763627582126,3.4157618858196117,0.829533522327741,2.122647730288682,8,8,16,16
52,1.1654931097118943,0.08146107072631519,0.0,2.1446820298830667,1.2183431971956182,3.449079935197477,0.8402841207053926,2.1446820298830667,8,8,16,16
53,1.1464584624325787,0.08164452071543093,0.0,2.1372319835203664,1.190051989422904,3.4395440927258245,0.8349198307152148,2.1372319835203664,8,8,16,16
54,1.1392520561262414,0.08086236042005045,0.0,2.109362213148011,1.2078378172936264,3.387741379715778,0.830983031127188,2.109362213148011,8,8,16,16
55,1.1337300952937868,0.08165520912519207,0.0,2.098396191994349,1.217403029953992,3.3714539496986955,0.8253384817529608,2.098396191994349,8,8,16,16
56,1.14061903015331,0.08181637332395271,0.0,2.1167724287068403,1.208089679479599,3.4021494024329715,0.8313953733002698,2.1167724287068403,8,8,16,16
57,1.1441456360949411,0.08185942857353776,0.0,2.1059698263804116,1.2177986568874783,3.3778931388148554,0.8340465470596596,2.1059698263804116,8,8,16,16
58,1.1383391386932797,0.08184679873563626,0.0,2.1040637415868266,1.2460002888132025,3.36587146476463,0.84225608739588,2.1040637415868266,8,8,16,16
59,1.1503294982292034,0.08145445778414055,0.0,2.125807336083165,1.2438870580108077,3.4232875296363123,0.8283271436338071,2.125807336083165,8,8,16,16
60,1.133705441598539,0.08282102741025112,0.0,2.0954362948735556,1.2567541466818914,3.3578154113557606,0.8330571232018648,2.0954362948735556,8,8,16,16
61,1.1345555373915919,0.0829197020718345,0.0,2.0874373272613242,1.2626736285509887,3.3389071027437844,0.8359675092829598,2.0874373272613242,8,8,16,16
62,1.1303782087785226,0.08343452477344761,0.0,2.0815772944026523,1.2619802874547463,3.3384042382240295,0.8247503456142213,2.0815772944026523,8,8,16,16
63,1.130354694194264,0.0829155229859882,0.0,2.0778719473768166,1.2421891876944788,3.3273003316587872,0.8284435813073758,2.0778719473768166,8,8,16,16
64,1.15669942398866,0.0840801947094776,0.0,2.1443442735407086,1.2907137186438948,3.4470945839528686,0.8415939548501262,2.1443442735407086,8,8,16,16
65,1.1388551383106797,0.08360016649519955,0.0,2.109589602108355,1.2529328145362713,3.3920083509551153,0.8271708013834776,2.109589602108355,8,8,16,16
66,1.1328049809844405,0.08432252663705084,0.0,2.098793057379899,1.2426000226427008,3.3649027016427784,0.832683386626067,2.098793057379899,8,8,16,16
67,1.192745468682713,0.08489523759042775,0.0,2.1843590570820703,1.2537195693563532,3.5251935301003634,0.8435245873751464,2.1843590570820703,8,8,16,16
68,1.1300194081332948,0.08539932717879613,0.0,2.077418162866875,1.2367070482836828,3.3267550347027957,0.8280812259073611,2.077418162866875,8,8,16,16
69,1.1196026470926073,0.08368333636058702,0.0,2.0451322396596274,1.3047103120221033,3.2602303359243603,0.8300340959319362,2.0451322396596274,8,8,16,16
70,1.170013952034491,0.08475629640398202,0.0,2.1351672929746135,1.3401373205361542,3.4274014322846025,0.8429331404191477,2.1351672929746135,8,8,16,16
71,1.1350617761965152,0.08582878347348284,0.0,2.080618225865894,1.2963673637972937,3.3270010694309518,0.8342353387011422,2.080618225865894,8,8,16,16
72,1.1105595435257312,0.0838640568157037,0.0,2.0249381175747625,1.3844800271369793,3.222255755353857,0.8276204748286141,2.0249381175747625,8,8,16,16
73,1.1201021260133497,0.08414870817904119,0.0,2.050427309340901,1.364693761975677,3.263015535142687,0.8378390592557413,2.050427309340901,8,8,16,16
74,1.1157506820228364,0.08413165862913485,0.0,2.033477579002027,1.3397479697510049,3.239729392307776,0.8272257717671218,2.033477579002027,8,8,16,16
75,1.107804921766122,0.0838722643200998,0.0,2.0171005692746906,1.3739734137499775,3.2064353735358626,0.8277657887449971,2.0171005692746906,8,8,16,16
76,1.1164127157794104,0.08350612236945718,0.0,2.027195225159327,1.410461018482844,3.225329800888344,0.8290606527416794,2.027195225159327,8,8,16,16
77,1.1148449232180913,0.08532261379339078,0.0,2.020136598083708,1.3792609616562173,3.2069391867628805,0.8333339851211619,2.020136598083708,8,8,16,16
78,1.1181544827090368,0.08504722819284156,0.0,2.0298937868188927,1.3962532016966078,3.233733735702656,0.8260537844013285,2.0298937868188927,8,8,16,16
79,1.142070413739593,0.08517343357757286,0.0,2.090756152515058,1.3451106702839886,3.3293588912045515,0.8521533801599785,2.090756152515058,8,8,16,16
80,1.1495090298078678,0.08636811003088951,0.0,2.101907758801072,1.2972784958503865,3.362625926733017,0.8411895864539676,2.101907758801072,8,8,16,16
81,1.1268282543729853,0.08509987233965485,0.0,2.054008101975476,1.3726177160386686,3.2768017009452537,0.831214525633388,2.054008101975476,8,8,16,16
82,1.1032828622394137,0.08540881052613258,0.0,2.004298746585846,1.4021179742283292,3.178040605452326,0.830556826459037,2.004298746585846,8,8,16,16
83,1.1043855365779665,0.08479164582159784,0.0,1.9953942287851263,1.4546424768589161,3.16364185180929,0.827146636667075,1.9953942287851263,8,8,16,16
84,1.0976484059183687,0.08487384366216483,0.0,1.9810239672660828,1.4731062363695215,3.1348218531520278,0.8272260344690747,1.9810239672660828,8,8,16,16
85,1.1168851902087529,0.08458856051718747,0.0,2.0204715894328222,1.4498939039530578,3.2128350050361068,0.8281081407158463,2.0204715894328222,8,8,16,16
86,1.1256395975748699,0.0863951589498255,0.0,2.0468882465804064,1.439415584007899,3.2704533250243575,0.8233231466125559,2.0468882465804064,8,8,16,16
87,1.1095565270494532,0.08540109227652903,0.0,2.0262026290098825,1.4050616334985804,3.2228789550286754,0.8295262406269709,2.0262026290098825,8,8,16,16
88,1.1098310417599149,0.08534650366615366,0.0,2.020312339067459,1.439626063461657,3.2117863485106715,0.828838304788978,2.020312339067459,8,8,16,16
89,1.0972503956269335,0.08701152050936664,0.0,1.983614738340731,1.409103689370332,3.143018113242255,0.8242113722695245,1.983614738340731,8,8,16,16
90,1.0966822504997253,0.0873279009980184,0.0,1.9735239611731634,1.446281318311338,3.1219135887093015,0.8251343093536518,1.9735239611731634,8,8,16,16
91,1.0967914401381105,0.08586014738237416,0.0,1.9717336440527882,1.503292096985711,3.11337493525611,0.8300923335331457,1.9717336440527882,8,8,16,16
92,1.0926524190991014,0.08511647471675167,0.0,1.968120950239676,1.481482478203597,3.0988825780374034,0.8373593632821683,1.968120950239676,8,8,16,16
93,1.0980107618702784,0.08579304538391254,0.0,1.9809637676786493,1.4875399691087228,3.123823415350031,0.8381041117288448,1.9809637676786493,8,8,16,16
94,1.1095702212165903,0.0860047523898107,0.0,1.9864595852516316,1.4644830933323614,3.145003902691382,0.8279152534626149,1.9864595852516316,8,8,16,16
95,1.1420004373347317,0.08704989348296766,0.0,2.0487224658330283,1.4845045451764707,3.2495754206622087,0.8478695501883825,2.0487224658330283,8,8,16,16
96,1.1212183077026296,0.08730065960575033,0.0,2.0336848629845514,1.4651121806215357,3.227724543324223,0.8396451942346714,2.0336848629845514,8,8,16,16
97,1.1097460709236286,0.08722863056593472,0.0,2.006635513570574,1.5007020047417394,3.1776267886161804,0.835644225831385,2.006635513570574,8,8,16,16
98,1.1020299505304407,0.08759768196830044,0.0,1.982393863024535,1.472371025217904,3.127461818633256,0.837325914590447,1.982393863024535,8,8,16,16
99,1.0917572831666027,0.08571413338736251,0.0,1.9678937836929604,1.540851162539588,3.106806684423376,0.8289808890333882,1.9678937836929604,8,8,16,16
100,1.0845003597162388,0.08704028871876222,0.0,1.942827045917511,1.5375731940622683,3.0620423400843584,0.8236117793454064,1.942827045917511,8,8,16,16
