Epoch,Avg_MSE_Loss,Avg_Nuclear_Loss,Avg_Cosine_Loss,Avg_Spectral_Loss,Avg_Spectral_SNR,Avg_Magnitude_Loss,Avg_Phase_Loss,Avg_Total_Loss,after_z1,after_z2,before_z1,before_z2
30,1.90590293429516,0.07690899377619778,0.0,1.9059029475406364,1.018605844842063,3.609731309943729,0.8344853216851199,2.2221083122271077,8,8,16,16
31,1.906655310480683,0.0762551883580508,0.0,1.906655353528482,1.0079648538872048,3.6038359260117567,0.834814472882836,2.2193252002751387,8,8,16,16
32,1.9058274141064397,0.07688006179200278,0.0,1.9058274803338227,1.0033815260286685,3.6091079722951958,0.8338761357245622,2.221492082984359,8,8,16,16
33,1.9097878778422321,0.07683053116003673,0.0,1.9097878988142367,1.0195163664994416,3.606649446266669,0.8352554043134054,2.2209524148040347,8,8,16,16
34,1.9425432085990906,0.07688455463007644,0.0,1.9425432395052027,1.0387601201181058,3.6643991183351585,0.8329958485232459,2.2486974707356207,8,8,16,16
35,1.9788357847266727,0.0766039498978191,0.0,1.978835779207724,1.0103076939229612,3.823976320249063,0.8392245443882765,2.331600406655559,8,8,16,16
36,1.9088179899586573,0.07804510976981234,0.0,1.9088179700904422,1.0333726704120636,3.5831025507715015,0.8424213230609894,2.212761926430243,8,8,16,16
37,1.9263404778860234,0.07698731952243382,0.0,1.9263405236932967,1.0456930233372583,3.6341604193051658,0.8292872392468982,2.2317238416936664,8,8,16,16
38,1.9036202750824116,0.0764966064857112,0.0,1.9036202872240986,0.9991231809059778,3.589913433348691,0.8395093254469059,2.2147113614612155,8,8,16,16
39,1.9258657561408148,0.07655269583618199,0.0,1.9258657605559737,0.9900371266735924,3.6466533044974008,0.8297206400721161,2.238186954348176,8,8,16,16
40,1.8867336346043482,0.07697556126448843,0.0,1.8867336920014135,1.0132565112025649,3.5574868807086237,0.8371256131816793,2.1973062830942647,8,8,16,16
41,1.8907365379510102,0.07635837407023818,0.0,1.8907365732722812,1.0177056325806513,3.577602212075834,0.8332562137533117,2.205429193046358,8,8,16,16
42,2.068566973562594,0.07616428796339918,0.0,2.0685669536943787,1.0334222658916756,3.9745789655932673,0.8484521430951578,2.4115155593112663,8,8,16,16
43,2.05839752930182,0.07776474014476494,0.0,2.058397533716979,1.010768891484649,3.9607286519474454,0.8441125993375425,2.4024206366803913,8,8,16,16
44,1.9062176446119945,0.07698815426340809,0.0,1.9062176865560037,1.0091826358327158,3.6078218309967607,0.8313769504979804,2.2195993959903717,8,8,16,16
45,1.8820586182453014,0.07871376695456328,0.0,1.882058651358993,1.0282026131947835,3.554337669301916,0.8242652863264084,2.189301508444327,8,8,16,16
46,1.869767588045862,0.07652950507623178,0.0,1.86976763550882,1.0387730817138046,3.520645791457759,0.8255916833877563,2.173118788886953,8,8,16,16
47,1.898678719997406,0.07719604574419835,0.0,1.8986787144784574,1.0329335309841015,3.5744096636772156,0.8383893431336792,2.2063995235496097,8,8,16,16
48,1.8731064112098128,0.07718160168992148,0.0,1.873106434389397,1.0410531571617834,3.5242689196710235,0.8250322866219061,2.1746505951439894,8,8,16,16
49,1.882654199997584,0.07588793433926723,0.0,1.882654204412743,1.0121186996499698,3.5279407092818507,0.8397050582700305,2.183822872462096,8,8,16,16
50,1.880255350360164,0.07655381535490353,0.0,1.880255377954907,1.0275562560116802,3.5313462526709944,0.8304331208820697,2.1808896473160497,8,8,16,16
51,1.8718906806574926,0.07606057257012085,0.0,1.8718906961105488,1.0594096658406433,3.5276604526572757,0.8294897079467773,2.178575051051599,8,8,16,16
52,1.8937839854646612,0.0763276584998325,0.0,1.893784040654147,1.0522989961836073,3.5618598792288036,0.8402318303231839,2.2010458641582065,8,8,16,16
53,1.875177706833239,0.07645013749047562,0.0,1.8751776968991314,1.0582198787618566,3.537929082358325,0.8348178173656817,2.1863734357886844,8,8,16,16
54,1.8635912250589441,0.07606784723423145,0.0,1.8635912305778928,1.0560307922186676,3.4986545658773847,0.8309366769260831,2.1647955907715692,8,8,16,16
55,1.8589796015509852,0.07597589630771566,0.0,1.858979641287415,1.0520679420895047,3.4885077719335205,0.8252657105525335,2.156886750901187,8,8,16,16
56,1.8727705622160877,0.07619209670358235,0.0,1.8727706041600969,1.0485000356479928,3.5286461699891976,0.8312872775174953,2.1799667289963476,8,8,16,16
57,1.8713379712016494,0.07658818308953885,0.0,1.8713379855509158,1.0452633776046611,3.5122149509412273,0.8340320222907596,2.1731234667477786,8,8,16,16
58,1.8716737903930523,0.07607255917456415,0.0,1.8716738279219027,1.0675640525641266,3.5090133481555514,0.8422197186284595,2.1756165513285883,8,8,16,16
59,1.8861361697868064,0.07574998242435632,0.0,1.8861361896550213,1.086909998346258,3.5492275898103363,0.8282676466085293,2.188747610206957,8,8,16,16
60,1.8635754496962935,0.07655051957677912,0.0,1.8635754452811346,1.0765677359369066,3.5050703982512155,0.8329996963342031,2.169035014179018,8,8,16,16
61,1.8610354087970875,0.07585692998987657,0.0,1.8610354363918304,1.083435974739216,3.4810860973817332,0.8358895535822268,2.1584878310009286,8,8,16,16
62,1.857466944941768,0.0761204348118217,0.0,1.8574669670175623,1.08091981543435,3.4897657699055142,0.8247068110439513,2.1572363100670002,8,8,16,16
63,1.8632581145675093,0.07573523110261669,0.0,1.8632581443698317,1.0450216443450362,3.4981027996098555,0.8284308524043472,2.163266794549094,8,8,16,16
64,1.9263377200674128,0.07741587402092086,0.0,1.9263377410394174,1.0538460557107572,3.6595552806501037,0.8414612920195969,2.250508306203065,8,8,16,16
65,1.882623299404427,0.07662362853686015,0.0,1.8826233192726418,1.0629600076763719,3.5591760962097734,0.8270461724864112,2.193111147041674,8,8,16,16
66,1.8713646939507238,0.07678091981344753,0.0,1.8713647193378873,1.05103030414493,3.5235339491455644,0.8326535235952448,2.178093751271566,8,8,16,16
67,1.9640973657369614,0.07620466431533848,0.0,1.964097394987389,1.0583242177963257,3.6936558529182717,0.843119059447889,2.26838747770698,8,8,16,16
68,1.866981432393745,0.07746247671268604,0.0,1.866981484271862,1.037950089684239,3.495796347105945,0.8280279244537707,2.1619121266735926,8,8,16,16
69,1.8502043055163488,0.0758701135162954,0.0,1.8502042878557134,1.0728747690165485,3.463207808909593,0.8300019204616547,2.1466048702045724,8,8,16,16
70,1.92951328224606,0.07742766152929377,0.0,1.9295133109445926,1.0874902804692586,3.6660500588240446,0.8429233073084442,2.2544866877573506,8,8,16,16
71,1.8757818153610937,0.07741695021589597,0.0,1.875781809842145,1.0671533677313063,3.5394988380096577,0.8341767037356341,2.186837759282854,8,8,16,16
72,1.8395303476739813,0.07775136800827803,0.0,1.8395303686459858,1.1165405887144584,3.4322933008273444,0.8275881878755711,2.1299407206199787,8,8,16,16
73,1.8563555203102253,0.0785652404582059,0.0,1.8563555523201272,1.1065144770675235,3.475935741155236,0.8377831015321944,2.1568594210677676,8,8,16,16
74,1.8408463928434584,0.07935097096142946,0.0,1.840846413815463,1.0959154157726854,3.4313625318032726,0.8272004453120408,2.1292814822108657,8,8,16,16
75,1.8360484214844528,0.07888684573548811,0.0,1.8360484689474106,1.096553131386086,3.4288998952618353,0.8277799133901242,2.1283399164676666,8,8,16,16
76,1.8480316974498607,0.07885466074502026,0.0,1.8480317493279774,1.147409036203667,3.4510186270431236,0.8290723595354292,2.1400455181245452,8,8,16,16
77,1.8338675841137215,0.08018327407814839,0.0,1.8338675874250907,1.1365581127228561,3.4160885750143617,0.8333189779961551,2.1247037649154663,8,8,16,16
78,1.8437973636168021,0.07997943543725544,0.0,1.843797379069858,1.1391932975362848,3.433564757859265,0.8260284463564554,2.129796615353337,8,8,16,16
79,1.8708641319363206,0.08075206464639416,0.0,1.8708641738803298,1.1387249750119668,3.492657696759259,0.852136844838107,2.1723972823884754,8,8,16,16
80,1.8731491289756916,0.0799080850901427,0.0,1.8731491576742243,1.1216042825469263,3.49390039841334,0.841148289265456,2.1675244062035173,8,8,16,16
81,1.8499618371327717,0.07902704979534503,0.0,1.8499618216797158,1.1497576203611162,3.4578551473440946,0.8312158474215755,2.1445354642691434,8,8,16,16
82,1.8318860933736518,0.07985615233580272,0.0,1.8318861231759742,1.1247533316965457,3.4213714312624046,0.8305875923898485,2.1259795079628625,8,8,16,16
83,1.8249638511074915,0.07932062764410619,0.0,1.824963883117393,1.1626543579278168,3.404650764332877,0.8272211617893643,2.1159359647168055,8,8,16,16
84,1.8199267641261772,0.07984728200568093,0.0,1.8199267983436584,1.1674172701659027,3.396461006667879,0.827284836658725,2.1118729456707284,8,8,16,16
85,1.8477708531750574,0.07908310272075512,0.0,1.8477708763546414,1.1489663808434099,3.474396246450919,0.8280733376741409,2.1512347846119493,8,8,16,16
86,1.851189081315641,0.07957448244646743,0.0,1.8511890956649073,1.18508400188552,3.4751904297758034,0.8233495382247148,2.1492699793091528,8,8,16,16
87,1.821961952580346,0.07929584135611852,0.0,1.821961955891715,1.1689551406436496,3.4053782335034124,0.8295431909737764,2.117460702856382,8,8,16,16
88,1.8228067888153925,0.07913379164205657,0.0,1.8228067987494998,1.1795203564343628,3.4182850972369865,0.8288427668589132,2.1235639574351133,8,8,16,16
89,1.8045143302943971,0.08081718727394387,0.0,1.8045143772054602,1.1465314968868539,3.3665637020711547,0.8241830032180857,2.0953733772039413,8,8,16,16
90,1.8062590603475217,0.0808033228472427,0.0,1.8062591044991105,1.1632536980840895,3.357967832574138,0.8252178623720452,2.091592871480518,8,8,16,16
91,1.8164019430125202,0.07970104159580337,0.0,1.8164019363897819,1.1810281563688207,3.3824435627018965,0.8301267623901367,2.1062851691687547,8,8,16,16
92,1.8090434151667136,0.0798336982175156,0.0,1.8090434295159799,1.171206095704326,3.356715244275552,0.8374458567963706,2.0970805750952826,8,8,16,16
93,1.8126016435799774,0.081812578494902,0.0,1.8126017109111503,1.1929199695587158,3.3676523213033325,0.8382196106292583,2.1029360393683114,8,8,16,16
94,1.8334343863858118,0.07990134024509678,0.0,1.8334344073578164,1.1623858356917347,3.389103860766799,0.827974518692052,2.1085391993875855,8,8,16,16
95,1.8809970087475247,0.08120132637796579,0.0,1.8809970396536368,1.171210003119928,3.4931412239869437,0.8478870700906824,2.1705141840157687,8,8,16,16
96,1.845249421066708,0.08056345264668818,0.0,1.8452494674258761,1.184351258807712,3.438667328269393,0.8396023677455055,2.1391348320024983,8,8,16,16
97,1.8364189741788086,0.08041599986177904,0.0,1.8364190095000796,1.2044637435012393,3.418242344149837,0.835667860728723,2.126955117340441,8,8,16,16
98,1.8169744025777887,0.08065542275155033,0.0,1.8169744378990598,1.180892891354031,3.375629057486852,0.8373987310462527,2.106513890955183,8,8,16,16
99,1.7974556397508692,0.07973883908104014,0.0,1.7974556585152943,1.2381674724596519,3.3361023134655423,0.829042206759806,2.0825722648037805,8,8,16,16
100,1.78767243358824,0.08070005435082647,0.0,1.7876725009194128,1.2366990480158064,3.316661130498957,0.823676876447819,2.070169009544231,8,8,16,16
