Epoch,Avg_MSE_Loss,Avg_Nuclear_Loss,Avg_Cosine_Loss,Avg_Spectral_Loss,Avg_Spectral_SNR,Avg_Magnitude_Loss,Avg_Phase_Loss,Avg_Total_Loss,psnr_obs,psnr_clean,after_z1,before_z1
22,1.1776961767011218,0.06960068808661567,0.0,2.3553923732704587,0.7602904808742029,3.870407086831552,0.8403777275924329,2.3553923732704587,-0.2804716202188973,-0.2804716202188973,8,16
23,1.1734615045565147,0.06989715455306901,0.0,2.3469230620949357,0.7914178978513788,3.855217730557477,0.8386283500327004,2.3469230620949357,-0.28800080761451413,-0.28800080761451413,8,16
24,1.1767652387972232,0.06995169363088077,0.0,2.3535304875285536,0.7557593988323653,3.8690505071922585,0.8380106041828791,2.3535304875285536,-0.2529384417942277,-0.2529384417942277,8,16
25,1.1834269828266568,0.06952357333567408,0.0,2.366853995455636,0.7559634237377731,3.8903750446107654,0.8433330103203103,2.366853995455636,-0.33515346610780666,-0.33515346610780666,8,16
26,1.1805771302293848,0.06969376239511701,0.0,2.3611542593549797,0.793044501432666,3.8980571318555763,0.8242514453552388,2.3611542593549797,-0.35641385801136494,-0.35641385801136494,8,16
27,1.1651535381873448,0.06988400607197373,0.0,2.330307144257757,0.765921084969132,3.8359914896664797,0.8246228049198786,2.330307144257757,-0.19650052354188152,-0.19650052354188152,8,16
28,1.2333775736667492,0.06963708086146249,0.0,2.4667551705130824,0.7592308569561552,4.095196262553886,0.8383141231757624,2.4667551705130824,-0.36826781441319595,-0.36826781441319595,8,16
29,1.1727698737824406,0.07023526783342715,0.0,2.3455397431497222,0.7619997381612107,3.8674735680774406,0.8236059253966367,2.3455397431497222,-0.2495641045410324,-0.2495641045410324,8,16
30,1.1798717677593231,0.0703949485388067,0.0,2.3597436083687677,0.8038079015634678,3.885365347067515,0.8341219342417188,2.3597436083687677,-0.3396742557071977,-0.3396742557071977,8,16
31,1.1674903796778784,0.0701422104956927,0.0,2.334980802403556,0.8124874919928886,3.835466550456153,0.8344951343757135,2.334980802403556,-0.3001414745770119,-0.3001414745770119,8,16
32,1.181060704920027,0.07147029566544073,0.0,2.362121483793965,0.7757427662059113,3.890770556750121,0.833472442847711,2.362121483793965,-0.30691261934461417,-0.30691261934461417,8,16
33,1.1684991932577558,0.07583057328506752,0.0,2.336998416317834,0.8268708018241105,3.839108525602906,0.834888309792236,2.336998416317834,-0.2711840718294735,-0.2711840718294735,8,16
34,1.1692502951180492,0.08307509234657993,0.0,2.3385006189346313,0.9162868128882514,3.8441168378900596,0.832884403290572,2.3385006189346313,-0.33665599480823233,-0.33665599480823233,8,16
35,1.2074846349380635,0.08371295366022322,0.0,2.4149693051973977,0.9091193146175809,3.990643775021588,0.8392947995000415,2.4149693051973977,-0.2591927769007506,-0.2591927769007506,8,16
36,1.137906743420495,0.08635604422953394,0.0,2.2758135232660504,0.9610354425730528,3.7090436948670282,0.8425833511131781,2.2758135232660504,-0.2545660334052863,-0.2545660334052863,8,16
37,1.1409239735868242,0.08411773680536835,0.0,2.28184801891998,0.9850036639858175,3.73444644830845,0.8292495564178184,2.28184801891998,-0.12993702251050207,-0.12993702251050207,8,16
38,1.1325193086156138,0.08168194787921729,0.0,2.265038658071447,0.9459914021469928,3.6906340022881827,0.839443372907462,2.265038658071447,-0.1253315256649835,-0.1253315256649835,8,16
39,1.1475208683146372,0.08119892604925015,0.0,2.2950417509785406,0.9254958453001799,3.7604334431665913,0.8296500615499638,2.2950417509785406,-0.04571425421508374,-0.04571425421508374,8,16
40,1.115843461619483,0.08166670219765769,0.0,2.2316869916739286,0.9915878242916532,3.6262930432955423,0.8370808743768268,2.2316869916739286,-0.09104433876496774,-0.09104433876496774,8,16
41,1.1215661808296487,0.08101550282703505,0.0,2.243132401395727,0.993902654559524,3.652961371121583,0.8333034371888196,2.243132401395727,-0.13042306741354642,-0.13042306741354642,8,16
42,1.233214898241891,0.08053027052018377,0.0,2.4664298119368375,1.011656246803425,4.083580489511843,0.8492791222201453,2.4664298119368375,-0.2625775511066119,-0.2625775511066119,8,16
43,1.232238699440603,0.08297347042847562,0.0,2.4644775048450187,0.9523038317759832,4.088404104665473,0.8405508012683304,2.4644775048450187,-0.18305499851703644,-0.18305499851703644,8,16
44,1.1267035388284259,0.082976085168344,0.0,2.253407131742548,0.9866922475673534,3.6785539189974465,0.8282603709786026,2.253407131742548,-0.19081587125374763,-0.19081587125374763,8,16
45,1.1092960437138875,0.08499606850522536,0.0,2.2185921415134713,1.013669611679183,3.6130884642954224,0.824095810453097,2.2185921415134713,-0.011832216409621414,-0.011832216409621414,8,16
46,1.103956385895058,0.08177900452304769,0.0,2.207912794417805,1.0121726090157475,3.5903660908893302,0.8254594996019646,2.207912794417805,-0.06121196363259245,-0.06121196363259245,8,16
47,1.1120220919450123,0.08144872332060779,0.0,2.2240442357681416,1.0385328906553764,3.609862040590357,0.8382264386724543,2.2240442357681416,-0.10753420857643639,-0.10753420857643639,8,16
48,1.1046933807708599,0.08205466538115784,0.0,2.209386795759201,1.0187390722610332,3.593856160287504,0.8249174378536366,2.209386795759201,0.023514666284124058,0.023514666284124058,8,16
49,1.1062939575424902,0.07890392453582198,0.0,2.2125878874902374,1.0155128720733855,3.5855826558890165,0.8395931632430466,2.2125878874902374,-0.05949198095886796,-0.05949198095886796,8,16
50,1.1052947695608493,0.08156201698713833,0.0,2.2105896097642406,1.013144427979434,3.5908455142268427,0.8303337146838506,2.2105896097642406,-0.029683026243691093,-0.029683026243691093,8,16
51,1.1070048759380977,0.08024828687862114,0.0,2.2140097231776625,1.0408324985592454,3.598642427612234,0.8293770562719416,2.2140097231776625,-0.08963728587453564,-0.08963728587453564,8,16
52,1.1142867742865175,0.08019012971608727,0.0,2.2285735640260906,1.0603508585029178,3.617065747578939,0.8400814163464086,2.2285735640260906,-0.1891009721008164,-0.1891009721008164,8,16
53,1.1081342404639278,0.08058682649775788,0.0,2.2162685559855566,1.0437629531930994,3.597813520166609,0.8347235228176471,2.2162685559855566,-0.12556365573847736,-0.12556365573847736,8,16
54,1.0974858127258442,0.07928728215672352,0.0,2.1949716524945364,1.0462310115496318,3.559107114871343,0.8308361818393072,2.1949716524945364,0.0013620455024970903,0.0013620455024970903,8,16
55,1.092329521422033,0.08077858816142436,0.0,2.18465906491986,1.0602173407872517,3.544168985552258,0.8251491834719976,2.18465906491986,0.07640301850106981,0.07640301850106981,8,16
56,1.1046707569449037,0.07976303994655609,0.0,2.209341522720125,1.047393157526299,3.587495474903672,0.8311876753966013,2.209341522720125,0.05612710517555199,0.05612710517555199,8,16
57,1.102805718779564,0.0810662581136933,0.0,2.2056114397667073,1.0317915473823194,3.5772908175433122,0.8339321022784268,2.2056114397667073,-0.051511312179543356,-0.051511312179543356,8,16
58,1.1022270956525095,0.080241732713249,0.0,2.204454224418711,1.06057200939567,3.5667993625005088,0.8421090537751162,2.204454224418711,-0.05679775527850897,-0.05679775527850897,8,16
59,1.1065393735965092,0.07910345798289334,0.0,2.2130788299772473,1.0848682324091594,3.598021301958296,0.828136325986297,2.2130788299772473,-0.061971213944532255,-0.061971213944532255,8,16
60,1.09572001905353,0.08131859534316593,0.0,2.19144003700327,1.0790595710277557,3.549920902208046,0.8329591486189101,2.19144003700327,-0.07587115190647266,-0.07587115190647266,8,16
61,1.0916650057942778,0.07871584856399784,0.0,2.1833300347681397,1.0852039136268474,3.5308589582090026,0.8358011422333894,2.1833300347681397,-0.06514756740243347,-0.06514756740243347,8,16
62,1.0907788420165028,0.08015301892602886,0.0,2.1815576873443745,1.078103338126783,3.538573090676908,0.8245423176774273,2.1815576873443745,-0.021637383434507582,-0.021637383434507582,8,16
63,1.092666777195754,0.0788157422233511,0.0,2.1853335808824608,1.0465877453486125,3.5423302054405212,0.8283369408713447,2.1853335808824608,0.03563458941600941,0.03563458941600941,8,16
64,1.1389518650593582,0.08036108784101627,0.0,2.2779037444679826,1.048810969900202,3.714443891136735,0.8413635840018591,2.2779037444679826,-0.11801330938383385,-0.11801330938383385,8,16
65,1.1043114104756602,0.07999546080827713,0.0,2.2086228606877505,1.071885923544566,3.590322410618817,0.826923261086146,2.2086228606877505,-0.15598279648218993,-0.15598279648218993,8,16
66,1.1022054210857108,0.08012296286997972,0.0,2.204410877492693,1.0574517239023138,3.5762726443785207,0.832549113366339,2.204410877492693,-0.014802366771079876,-0.014802366771079876,8,16
67,1.1502654011602755,0.08011553312341373,0.0,2.3005308354342424,1.0647503159664296,3.75807488406146,0.8429867912221838,2.3005308354342424,0.012696197280160117,0.012696197280160117,8,16
68,1.09272436245724,0.0806207455418728,0.0,2.185448766858489,1.0570928564778082,3.543007611124604,0.8278898166285621,2.185448766858489,0.1324850382645511,0.1324850382645511,8,16
69,1.0840310294319082,0.07772579692580082,0.0,2.168062056656237,1.0805891465257715,3.5062568717532687,0.8298672548046818,2.168062056656237,0.06994492533030333,0.06994492533030333,8,16
70,1.1352448104708284,0.0800515433980359,0.0,2.2704896286681846,1.095828934952065,3.6981752536914967,0.842804052763515,2.2704896286681846,-0.10823196634926179,-0.10823196634926179,8,16
71,1.1068627089262009,0.07926885438738046,0.0,2.2137254631077803,1.0594250901981637,3.5933632376017393,0.8340876709531855,2.2137254631077803,-0.05522878385252423,-0.05522878385252423,8,16
72,1.0864132849706545,0.07879157709302725,0.0,2.172826612437213,1.098000348718078,3.5181580219003887,0.8274951963512985,2.172826612437213,-0.025322196660218416,-0.025322196660218416,8,16
73,1.0990809221510534,0.07961163048942883,0.0,2.1981618575475834,1.096534279761491,3.5586263912695424,0.8376973243775191,2.1981618575475834,-0.05309195133546988,-0.05309195133546988,8,16
74,1.083803716633055,0.07854479620302166,0.0,2.1676074432002173,1.096681747171614,3.5080244927494615,0.8271904074483447,2.1676074432002173,-0.007894858200516965,-0.007894858200516965,8,16
75,1.0814071706047765,0.07835423215119927,0.0,2.162814367700506,1.0918235425595884,3.497803654935625,0.8278250837767566,2.162814367700506,0.06667185036672486,0.06667185036672486,8,16
76,1.09156447980139,0.07802527756602676,0.0,2.1831290368680603,1.1193993974615026,3.537316783710762,0.8289412751241967,2.1831290368680603,-0.07171951882817128,-0.07171951882817128,8,16
77,1.0857722582640472,0.0814975850560047,0.0,2.171544545226627,1.1047107764968165,3.5098976857132382,0.8331913782490624,2.171544545226627,0.10054100732560511,0.10054100732560511,8,16
78,1.0926826938434884,0.07981467481564593,0.0,2.1853654362537243,1.104569325844447,3.54483985459363,0.8258910256403463,2.1853654362537243,-0.03527708570645363,-0.03527708570645363,8,16
79,1.1111592711121947,0.08091406800128796,0.0,2.222318563196394,1.1045855824594144,3.5926836729049683,0.851953438586659,2.222318563196394,-0.03747895552725014,-0.03747895552725014,8,16
80,1.1064878359988883,0.08169249928107968,0.0,2.212975690762202,1.0909789701302846,3.5849233004781933,0.8410280898765281,2.212975690762202,-0.07508667151409167,-0.07508667151409167,8,16
81,1.0940585588967358,0.07928474716566226,0.0,2.1881171310389482,1.1130943198998768,3.545178548053459,0.8310557653506597,2.1881171310389482,-0.12141707518862353,-0.12141707518862353,8,16
82,1.0762349621013358,0.07954732687384994,0.0,2.152469915924249,1.1185906645324495,3.474510940964575,0.8304288961269237,2.152469915924249,0.03183761853034849,0.03183761853034849,8,16
83,1.0811310002097376,0.07872272351825679,0.0,2.16226206112791,1.1302118411770574,3.49748205476337,0.8270420536950782,2.16226206112791,-0.036462000398724166,-0.036462000398724166,8,16
84,1.081434166541806,0.07905844571413817,0.0,2.1628683617821447,1.1270976850280054,3.498608904856223,0.8271278363687021,2.1628683617821447,-0.026346365886705893,-0.026346365886705893,8,16
85,1.1045510608840872,0.07834606231362731,0.0,2.2091021692311323,1.0956644713878632,3.590273626424648,0.82793071700467,2.2091021692311323,0.05529203307297495,0.05529203307297495,8,16
86,1.1066022675346445,0.07996937591168615,0.0,2.213204567079191,1.123447972315329,3.6032106280326843,0.8231985226825431,2.213204567079191,-0.09751215835826264,-0.09751215835826264,8,16
87,1.0910186833805509,0.07898092518250148,0.0,2.182037399874793,1.1055700723771695,3.534699205999021,0.8293756384540487,2.182037399874793,-0.03243122101519947,-0.03243122101519947,8,16
88,1.0938329233063593,0.07961915943909574,0.0,2.187665866480933,1.1237162737934678,3.5466235975424447,0.828708149768688,2.187665866480933,0.02329660662346416,0.02329660662346416,8,16
89,1.0774590585518766,0.08079241561116995,0.0,2.154918133660599,1.089851000242763,3.4858032790599047,0.8240330473140434,2.154918133660599,0.1440265457387324,0.1440265457387324,8,16
90,1.0715530476084463,0.08342534345057276,0.0,2.1431061493025885,1.1238183279832203,3.4612017538812427,0.8250104680105492,2.1431061493025885,0.16245084804379278,0.16245084804379278,8,16
91,1.0741153254553124,0.08237473294138908,0.0,2.1482307027887413,1.1517630120118458,3.4664785861968994,0.8299827818517331,2.1482307027887413,-0.06125093958582039,-0.06125093958582039,8,16
92,1.0689498688335772,0.08276155963540077,0.0,2.1378997597429485,1.154831224017673,3.43855909064964,0.8372404073123578,2.1378997597429485,0.1279875357393865,0.1279875357393865,8,16
93,1.0765123858495995,0.08399472440834399,0.0,2.1530248092280493,1.1676531710006572,3.4680473053896868,0.8380022788489306,2.1530248092280493,0.014507336886944595,0.014507336886944595,8,16
94,1.0778879203178264,0.0836458199278072,0.0,2.1557758483621807,1.142890648709403,3.4837118961192943,0.8278397547977941,2.1557758483621807,0.04289459499220053,0.04289459499220053,8,16
95,1.1106634073787265,0.08542004572572531,0.0,2.221326850078724,1.1653605997562408,3.594895722689452,0.8477580216195848,2.221326850078724,-0.0010140692056329161,-0.0010140692056329161,8,16
96,1.091296437713835,0.08411770658912482,0.0,2.1825928919845157,1.1763798108807317,3.525746496739211,0.8394393280700401,2.1825928919845157,-0.05322020948450598,-0.05322020948450598,8,16
97,1.0791707232042596,0.08464836798332355,0.0,2.1583414706918926,1.2050134859703205,3.481180630348347,0.8355022552940581,2.1583414706918926,-0.026171135095258553,-0.026171135095258553,8,16
98,1.069247642049083,0.0844461588120019,0.0,2.1384953028625913,1.1719723619796611,3.439780436180256,0.8372102164559894,2.1384953028625913,0.12226993190469565,0.12226993190469565,8,16
99,1.0609697396004643,0.08252532435236154,0.0,2.121939504588092,1.2196804991474859,3.414999270880664,0.8288797173235152,2.121939504588092,0.027703657056446427,0.027703657056446427,8,16
100,1.0528566318529624,0.08596659920833728,0.0,2.105713285781719,1.2156342974415533,3.3879327244228787,0.8234938300318189,2.105713285781719,0.1673101103278222,0.1673101103278222,8,16
